Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
-1550	3190	4502b	3190	4502b.dat		Minifigure, Headgear Accessory Plume Feather Triple	o	0	0	0	False		True			
-1551	3191	4502c	3191	4502c.dat		Minifigure, Headgear Accessory Plume Feather Large	o	0	0	0	False		True			
-1549	3189	4502a	3189	4502a.dat		Minifigure, Headgear Accessory Plume Feather Small	o	0	0	0	False		True			
-433	-433	75902pb02	110129	10520.dat		Minifigure, Shield Round with Rounded Front with Dark Green and Gold Rohan Pattern	o	0	0	0	False		False			
-67	2052	3876	2052	124.dat		Minifigure, Shield Round with Stud	o	0	0	0	False		True			
-678	726	3846px9	18014	80298.dat		Minifigure, Shield Triangular with Black Falcon and Blue Border Pattern	o	0	0	0	False		True			
-679	726	3846px9	18014	80316.dat		Minifigure, Shield Triangular with Black Falcon and Blue Border Pattern	o	0	0	0	False		True			
-1207	726	3846px9	18014	3846p43.dat		Minifigure, Shield Triangular with Black Falcon and Blue Border Pattern	o	0	0	0	False		True			
-214	11304	42446	11304	554.dat		Minifigure, Body Wear Neck Bracket with Back Stud - Thin Back Wall	o	0	0	0	False		True			
139232	114063	92747pb09	139232	92747pb09.dat		Minifig, Shield Oval with Dimensions Keystone Symbol with Large White Circle, Lines and Characters Pattern	o	59	9	32	False		True	5114	5115	
-1571	3222	x48	3222	6080b.dat		Minifigure, Headgear Accessory Plume Dragon Wing Right	o	0	0	0	False		True			
-1570	3221	x47	3221	6080a.dat		Minifigure, Headgear Accessory Plume Dragon	o	0	0	0	False		True			
-1034	-1034	75902pb02	110129	6022422.dat		Minifigure, Shield Round with Rounded Front with Dark Green and Gold Rohan Pattern	o	0	0	0	False		False			
-1572	3220	x46	3220	6080c.dat		Minifigure, Headgear Accessory Plume Dragon Wing Left	o	0	0	0	False		True			
139228	114063	92747pb05	139228	92747pb05.dat		Minifigure, Shield Oval with Dimensions Keystone Symbol with 3 White and Lime Circles Pattern	o	59	9	32	False		True	5114	5115	
139231	114063	92747pb08	139231	92747pb08.dat		Minifigure, Shield Oval with Dimensions Keystone Symbol with White, Lime and Medium Azure Circles and Lightning Bolt Pattern	o	59	9	32	False		True	5114	5115	
-196	2273	471	2273	471.dat		Minifigure, Headgear Accessory Plume Feathers with Clip	o	0	0	0	False		True			
139229	114063	92747pb06	139229	92747pb06.dat		Minifigure, Shield Oval with Dimensions Keystone Symbol with 1 Large White and 1 Small Lime Circles Pattern	o	59	9	32	False		True	5114	5115	
-1589	1624	2586pw1	2649	770pw1.dat		Minifigure, Shield Ovoid with Feathers and Helmet Pattern	o	0	0	0	False		True			
-434	-434	75902pb01	109299	10532.dat		Minifigure, Shield Round with Rounded Front with Bullseye with Captain America Star Pattern	o	0	0	0	False		False			
-1031	-1031	75902pb01	109299	6005161.dat		Minifigure, Shield Round with Rounded Front with Bullseye with Captain America Star Pattern	o	0	0	0	False		False			
-453	-453	75902pb06	137931	21100.dat		Minifigure, Shield Round with Rounded Front with Silver Mercedes-Benz Logo Pattern	o	0	0	0	False		False			
-61	726	3846	726	117.dat		Minifigure, Shield Triangular	o	0	0	0	False		True			
-1587	1624	2586ph1	9518	770ph1.dat		Minifigure, Shield Ovoid with HP Gryffindor Pattern (Golden Lion)	o	0	0	0	False		True			
-1584	1624	2586p4b	3308	770p4b.dat		Minifigure, Shield Ovoid with Dragon Green and Red Pattern	o	0	0	0	False		True			
-1585	1624	2586p4c	3309	770p4c.dat		Minifigure, Shield Ovoid with Dragon Blue and Red Pattern	o	0	0	0	False		True			
-1148	54436	30361px2	3170	30361aps1.dat		Brick, Round 2 x 2 x 2 Robot Body with Gray Lines and Blue Pattern (R2-D2)	o	0	0	0	False		True			
-1471	54436	30361px2	3170	30361ps1.dat		Brick, Round 2 x 2 x 2 Robot Body with Gray Lines and Blue Pattern (R2-D2)	o	0	0	0	False		True			
-546	446	3063	446	45417.dat		Brick, Round Corner 2 x 2 Macaroni with Stud Notch	o	0	0	0	False		True			
-299	446	3063	446	3063.dat		Brick, Round Corner 2 x 2 Macaroni with Stud Notch	o	0	0	0	False		True			
-1070	980	2488	980	2488c01.dat		Minifigure, Weapon Whip / Plant Vine	o	0	0	0	False		True			
-60	729	3847	729	116.dat		Minifigure, Weapon Sword, Shortsword	o	0	0	0	False		True			
-483	1880	30173	1880	30173.dat		Minifigure, Weapon Sword, Shamshir/Katana (Octagonal Guard)	o	0	0	0	False		True			
-630	1585	59	1585	71014.dat		Minifigure, Weapon Sword, Greatsword Round	o	0	0	0	False		True			
-216	1378	64567	1378	577.dat		Minifigure, Weapon Lightsaber Hilt Straight	o	0	0	0	False		True			
-517	132135	32373	99310	32373.dat		Minifigure, Weapon Pike / Spear (Flexible Rubber)	o	0	0	0	False		True			
-1467	-1467	3009pb038	38571	3009p18b.dat		Brick 1 x 6 with Black 'POLICE' Sans-Serif Pattern	o	0	0	0	False		False			
-915	264	3001	264	4211385.dat		Brick 2 x 4	o	0	0	0	False		True			
-14	621	3581	621	22.dat		Brick, Modified 1 x 1 x 2 with Shutter Holder	o	0	0	0	False		True			
-152	111	2458	111	324.dat		Brick, Modified 1 x 2 with Pin	o	0	0	0	False		True			
-910	776	4070	776	4211044.dat		Brick, Modified 1 x 1 with Headlight	o	0	0	0	False		True			
-934	48937	47458	48937	4220516.dat		Slope, Curved 1 x 2 x 2/3 Wing End	o	0	0	0	False		True			
-166	1317	4733	1317	376.dat		Brick, Modified 1 x 1 with Studs on 4 Sides	o	0	0	0	False		True			
-760	247	2921	247	292126.dat		Brick, Modified 1 x 1 with Bar Handle	o	0	0	0	False		True			
-998	1774	30165	1774	4521852.dat		Slope, Curved 2 x 2 x 1 Double with Two Studs	o	0	0	0	False		True			
-1039	586	3307	586	6052788.dat		Arch 1 x 6 x 2 - Thick Top with Reinforced Underside	o	0	0	0	False		True			
-1038	586	3307	586	6052784.dat		Arch 1 x 6 x 2 - Thick Top with Reinforced Underside	o	0	0	0	False		True			
-448	586	3307	586	15254.dat	15254	Arch 1 x 6 x 2 - Thick Top with Reinforced Underside	o	0	0	0	False		True			
-747	306	3007	306	93888.dat		Brick 2 x 8	o	0	0	0	False		True			
-891	110	2456	110	4181142.dat		Brick 2 x 6	o	0	0	0	False		True			
-1036	117903	2339	117903	6044725.dat		Arch 1 x 5 x 4 - Continuous Bow	o	0	0	0	False		True			
-540	110	2456	110	44237.dat		Brick 2 x 6	o	0	0	0	False		True			
-446	117903	2339	117903	14395.dat		Arch 1 x 5 x 4 - Continuous Bow	o	0	0	0	False		True			
-171	1406	6060	1406	387.dat		Arch 1 x 6 x 3 1/3 Curved Top	o	0	0	0	False		True			
-176	1289	4595	1289	396.dat		Brick, Modified 1 x 2 x 2/3 with Studs on Sides	o	0	0	0	False		True			
17460	326	3010pb022	17460	3010pb022.dat		Brick 1 x 4 with Horse Running and Palm Tree Pattern	o	14	1	1	False		True	5001		
-209	11265	41334	11265	530.dat		Minifigure, Headgear Cap, Knit	o	0	0	0	False		True			
-733	3240	30171	3240	90510.dat		Minifigure, Headgear Cap, Aviator	o	0	0	0	False		True			
3412	637	3626bpx78	3412	3626bpw1.dat		Minifigure, Head Moustache Thick Angry and Long Hair and Stubble Pattern - Blocked Open Stud	o	59	4	29	False		True	5094	5094	
8930	637	3626bpx122	8930	3626bpx122.dat		Minifigure, Head Moustache Red, Eyebrows and Hair Pattern - Blocked Open Stud	o	59	4	29	False		true	5094	5094	
143690	100293	3626cpb1522	143690	3626cpb1522.dat		Minifigure, Head Pumpkin Jack O' Lantern Open Semicircular Eyes with Vertical Lines on Back Pattern -  Hollow Stud	o	59	4	29	False		True	5094	5094	
-726	1803	3878	1803	88412.dat		Minifigure, Headgear Hat, Top Hat	o	0	0	0	False		True			
150800	150800	27149	150800	27149.dat		Minifigure, Headgear Hat, Top Hat with Ribbon	o	59	6	30	False		False	5094	5097	
121226	142789	13788pb01	121226	13788.dat		Minifigure, Headgear Hat, Wide Floppy Brim with Knotted Tan Band and Patch Pattern	o	0	0	0	False		True			
-719	-719	2545pb01	82841	84625.dat		Minifigure, Headgear Hat, Imperial Guard Shako with Red Plume and Gold Emblem Pattern	o	0	0	0	False		False			
101957	3244	2528pb04	101957	2528pb04.dat		Minifig, Headgear Hat, Pirate Bicorne with Gold Captain Pattern	o	59	6	30	False		true	5094	5097	
-13	635	3624	635	19.dat		Minifigure, Headgear Hat, Police	o	0	0	0	False		True			
-689	39	2345p01	40	80588.dat		Panel 3 x 3 x 6 Corner Wall with Black Lines Pattern	o	0	0	0	False		True			
-590	72940	59349	72940	59350.dat		Panel 1 x 6 x 5	o	0	0	0	False		True			
93360	93360	88489	93360	88489.dat		Minifigure, Headgear Hat, Forestmen's (Reissue with Blind Hole for Feather)	o	59	6	30	False		False	5094	5097	
120662	72940	59349pb074	120662	59349pb074.dat		Panel 1 x 6 x 5 with Lime Flower Box Pattern (Sticker) - Set 3185	o	66	-1	9	False		True	5017		
112814	184492	10164pb01	112814	10164pb01.dat		Minifigure, Headgear Cap, Santa with Red Top Pattern	o	59	6	30	False		False	5094	5097	
112811	3244	2528pb06	112811	2528pb06.dat		Minifig, Headgear Hat, Pirate Bicorne with Gold Skull, Crossbones and Dots Pattern	o	59	6	30	False		true	5094	5097	
-243	948	775	948	775.dat		Minifigure, Headgear Hat, Forestmen's	o	0	0	0	False		True			
133605	3244	2528pb08	133605	2528pb08.dat		Minifig, Headgear Hat, Pirate Bicorne with Skull and Crossed Cutlasses Pattern	o	59	6	30	False		true	5094	5097	
138283	3244	2528pb10	138283	2528pb10.dat		Minifig, Headgear Hat, Pirate Bicorne with Skull with X Eyes and Crossbones Pattern	o	59	6	30	False		true	5094	5097	
107004	3244	2528pb05	107004	2528pb05.dat		Minifig, Headgear Hat, Pirate Bicorne with Large Square Skull and Crossbones and Red Line Pattern	o	59	6	30	False		true	5094	5097	
3244	3244	2528pb01	3244	2528pb01.dat		Minifig, Headgear Hat, Pirate Bicorne with Skull and Crossbones Pattern	o	59	6	30	False		true	5094	5097	
135993	3244	2528pb09	135993	2528pb09.dat		Minifig, Headgear Hat, Pirate Bicorne with Gold Trim, Gold Button and Blue Flower Pattern	o	59	6	30	False		true	5094	5097	
149345	3244	2528pb11	149345	2528pb11.dat		Minifig, Headgear Hat, Pirate Bicorne with Skull with Eyepatch and Wrenches Crossbones Pattern	o	59	6	30	False		true	5094	5097	
124230	3244	2528pb07	124230	2528pb07.dat		Minifig, Headgear Hat, Pirate Bicorne with Minifigure Skull and Wrenches Crossbones Pattern	o	59	6	30	False		true	5094	5097	
-705	39	2345p44	41	81155.dat		Panel 3 x 3 x 6 Corner Wall with Blacktron I Logo Pattern	o	0	0	0	False		True			
-485	117	2466	117	30226.dat		Panel 3 x 2 x 6	o	0	0	0	False		True			
-442	1816	6059	1816	12818.dat		Panel 3 x 3 x 6 Corner Convex with Curved Top	o	0	0	0	False		True			
-2055	-2055			30116.dat		panel 14 x 14 x  2.667 quarter saucer top	o	0	0	0	False		False			
-1233	890	4444p06	2839	4444p07.dat		Panel 2 x 5 x 6 Wall with Window with Red Bricks Scattered Pattern	o	0	0	0	False		True			
-688	890	4444p03	893	80587.dat		Panel 2 x 5 x 6 Wall with Window with Black Stripes Pattern	o	0	0	0	False		True			
-687	890	4444p03	893	80582.dat		Panel 2 x 5 x 6 Wall with Window with Black Stripes Pattern	o	0	0	0	False		True			
-490	1882	30117	1882	30320.dat		Panel 10 x 10 x 2 1/3 Quarter Saucer Top	o	0	0	0	False		True			
-535	1913	30413	1913	43337.dat		Panel 1 x 4 x 1	o	0	0	0	False		True			
-1413	41661	2362pb04	17428	2362p53.dat		Panel 1 x 2 x 3 with Space Police I Logo Left Pattern	o	0	0	0	False		True			
-1414	41661	2362pb05	17429	2362p54.dat		Panel 1 x 2 x 3 with Space Police I Logo Right Pattern	o	0	0	0	False		True			
-499	1913	30413	1913	30413.dat		Panel 1 x 4 x 1	o	0	0	0	False		True			
-1561	42404	4864ap03	1357	4864p89.dat		Panel 1 x 2 x 2 - Solid Studs with Utility Arrow Pattern	o	0	0	0	False		True			
-271	41661	2362b	41661	2362.dat		Panel 1 x 2 x 3 - Hollow Studs	o	0	0	0	False		True			
59	59	2362	59	30009.dat		Panel 1 x 2 x 3 - (Undetermined Stud Type)	o	0	0	0	False		False			
-681	17073	4215ap66	849	80395.dat		Panel 1 x 4 x 3 - Solid Studs with Red Cross Pattern	o	0	0	0	False		True			
-1537	17072	4215ap03	843	4215p03.dat		Panel 1 x 4 x 3 - Solid Studs with Red Stripe Pattern	o	0	0	0	False		True			
-1544	17072	4215ap25	2116	4215p77.dat		Panel 1 x 4 x 3 - Solid Studs with Diagonal 1/2 Black Pattern Right	o	0	0	0	False		True			
-1536	17072	4215ap02	842	4215p02.dat		Panel 1 x 4 x 3 - Solid Studs with Red Cross and Stripe Pattern	o	0	0	0	False		True			
-1541	17072	4215ap07	847	4215p07.dat		Panel 1 x 4 x 3 - Solid Studs with Red/Blue Stripe Left Pattern	o	0	0	0	False		True			
-674	17073	4215ap01	2939	80120.dat		Panel 1 x 4 x 3 - Solid Studs with Red Stripe and White Stripes Pattern	o	0	0	0	False		True			
-693	17073	4215ap07	847	80649.dat		Panel 1 x 4 x 3 - Solid Studs with Red/Blue Stripe Left Pattern	o	0	0	0	False		True			
-1535	17072	4215ap01	2939	4215p01.dat		Panel 1 x 4 x 3 - Solid Studs with Red Stripe and White Stripes Pattern	o	0	0	0	False		True			
-1543	17072	4215ap66	849	4215p66.dat		Panel 1 x 4 x 3 - Solid Studs with Red Cross Pattern	o	0	0	0	False		True			
-349	17072	4215b	17072	4215.dat		Panel 1 x 4 x 3 - Hollow Studs	o	0	0	0	False		True			
-1540	17072	4215ap06	846	4215p06.dat		Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Pattern Left	o	0	0	0	False		True			
-695	17073	4215ap06	846	80651.dat		Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Pattern Left	o	0	0	0	False		True			
-1542	17072	4215ap24	848	4215p24.dat		Panel 1 x 4 x 3 - Solid Studs with Diagonal 1/2 Black Pattern Left	o	0	0	0	False		True			
-1538	17072	4215ap04	844	4215p04.dat		Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Pattern Right	o	0	0	0	False		True			
-694	17073	4215ap04	844	80650.dat		Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Pattern Right	o	0	0	0	False		True			
148205	72940	59349pb117	148205	59349pb117.dat		Panel 1 x 6 x 5 with Light Bluish Gray Ironwork Pattern	o	66	-1	9	False		True	5017		
-593	3245	x167	3245	59858.dat		Minifigure, Headgear Helmet Castle with Fixed Face Grille	o	0	0	0	False		True			
-376	1358	4865	1358	4865.dat		Panel 1 x 2 x 1	o	0	0	0	False		True			
-463	1358	4865	1358	30010.dat		Panel 1 x 2 x 1	o	0	0	0	False		True			
-1563	1358	4865p02	1360	4865p02.dat		Panel 1 x 2 x 1 with Train Logo White Large Pattern (Sticker) - Set 4537	o	0	0	0	False		True			
-703	1358	4865p06	1361	81055.dat		Panel 1 x 2 x 1 with Black Grille Pattern	o	0	0	0	False		True			
-57420	-57420			52035c00.dat		Motorcycle City, Complete Assembly with Black Chassis (Short Fairing Mounts) and Light Bluish Gray Wheels	o	0	0	0	False		False			
133057	133057	18896	133057	18896.dat		Motorcycle Chassis, Clip for Handle	o	75	-1	25	False		False	5063	5065	
1784	1784	2550c01	1784	2550c01.dat		Animal, Land Monkey with Yellow Hands and Feet	o	0	0	0	False		False			
-1562	1358	4865p01	1359	4865p01.dat		Panel 1 x 2 x 1 with Train Logo Black Pattern (Sticker) - Set 4544	o	0	0	0	False		True			
83707	637	3626bpb0326	83707	3626bpb0326.dat		Minifigure, Head Moustache Handlebar and Sideburns Dark Bluish Gray, White Pupils, Teeth Pattern - Blocked Open Stud	o	59	4	29	False		True	5094	5094	
16663	637	3626bpx74	16663	3626bpx74.dat		Minifigure, Head Moustache Frown and Pointed Eyebrows and Hairline Pattern - Blocked Open Stud	o	59	4	29	False		true	5094	5094	
-1331	-3475	93184	106265	92198p04.dat		Mini Doll, Head Friends with Green Eyes, Pale Pink Lips and Open Mouth Pattern	o	0	0	0	False		True			
-440	-3475	93184	106265	11816.dat		Mini Doll, Head Friends with Green Eyes, Pale Pink Lips and Open Mouth Pattern	o	0	0	0	False		True			
106230	106230	98704	106230	11819.dat		Mini Doll, Head Friends with Green Eyes, Dark Pink Lips and Closed Mouth Pattern	o	0	0	0	False		False			
9020	637	3626bpx101	9020	3626bpx101.dat		Minifigure, Head Male Headband Red and Freckles Pattern - Blocked Open Stud	o	59	4	29	False		true	5094	5094	
-710	67	2408p01	68	81599.dat		Panel 10 x 6 x 11 with Blacktron II Logo Pattern	o	0	0	0	False		True			
-478	67	2408	67	30097.dat		Panel 10 x 6 x 11	o	0	0	0	False		True			
-554	-554	3626bpb0216	48876	50003.dat		Minifigure, Head Male Pupils, Black Hair, Curly Eyebrows, Goatee Pattern - Blocked Open Stud	o	0	0	0	False		False			
121833	85080	61189pb14	121833	61189pb14.dat		Minifigure, Headgear Helmet SW Clone Trooper with Holes, Yellow Markings and Silver Visor Pattern (Clone Trooper Commander)	o	59	6	30	False		True	5094	5097	
77742	77742	50995	77742	50995.dat	50995	Minifigure, Headgear Helmet SW Clone Trooper, Plain	o	0	0	0	False		False			
-206	3243	30368	3243	524.dat		Minifigure, Headgear Helmet SW Darth Vader	o	0	0	0	False		True			
114582	85080	61189pb13	114582	61189pb13.dat		Minifigure, Headgear Helmet SW Clone Trooper with Holes, Gray Markings and Black Visor Pattern	o	59	6	30	False		True	5094	5097	
85080	85080	61189	85080	61189.dat	61189	Minifigure, Headgear Helmet SW Clone Trooper with Holes, Plain	o	59	6	30	False		False	5094	5097	
-559	637	3626bpx301	55816	51523.dat		Minifigure, Head Male Smirk, Pupils, Stubble Beard and Moustache and Sideburns Pattern - Blocked Open Stud	o	0	0	0	False		True			
-208	3261	30273	3261	527.dat		Minifigure, Headgear Helmet Castle with Chin Guard and Broad Brim	o	0	0	0	False		True			
-977	102	2446	102	4298609.dat		Minifigure, Headgear Helmet Motorcycle (Standard)	o	0	0	0	False		True			
-727	102	2446	102	88415.dat		Minifigure, Headgear Helmet Motorcycle (Standard)	o	0	0	0	False		True			
-479	102	2446	102	30124.dat		Minifigure, Headgear Helmet Motorcycle (Standard)	o	0	0	0	False		True			
-1050	144067	13792pb01	120882	13792.dat		Minifigure, Headgear Helmet Welding with Dark Blue Stripes on Black Visor Pattern	o	0	0	0	False		True			
-438	-438	10305pb01	109564	11809.dat		Minifigure, Headgear Helmet with Front Prongs and Dark Purple Pattern (Magneto)	o	0	0	0	False		False			
-1526	637	3626bp01	638	3626p01.dat		Minifigure, Head Standard Grin Pattern - Blocked Open Stud	o	0	0	0	False		True			
-1145	3246	x182px1	40294	30120p02.dat		Minifigure, Headgear Helmet UFO with Mechanical Pattern	o	0	0	0	False		True			
111419	154849	87610pb03	111419	87610pb03.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Light Lime Trident Pattern	o	59	6	30	False		True	5094	5097	
98333	154849	87610pb02	98333	87610pb02.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Blue and White Pattern	o	59	6	30	False		True	5094	5097	
122030	154849	87610pb06	122030	87610pb06.dat		Minifigure, Headgear Helmet with Holes, SW Bounty Hunter with Jaw and Dark Green and Olive Green Pattern	o	59	6	30	False		True	5094	5097	
135650	154849	87610pb07	135650	87610pb07.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Red Triangle and Light Bluish Gray Pattern	o	59	6	30	False		True	5094	5097	
-330	64491	193a2	64491	3842.dat		Minifigure, Headgear Helmet Space / Town with Thin Chin Strap - with Visor Dimples	o	0	0	0	False		True			
-1409	64491	193a2	64491	193a.dat		Minifigure, Headgear Helmet Space / Town with Thin Chin Strap - with Visor Dimples	o	0	0	0	False		True			
-99	64491	193a2	64491	193.dat		Minifigure, Headgear Helmet Space / Town with Thin Chin Strap - with Visor Dimples	o	0	0	0	False		True			
136467	154849	87610pb08	136467	87610pb08.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Dark Brown Facial Details Pattern	o	59	6	30	False		True	5094	5097	
120801	154849	87610pb05	120801	87610pb05.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Dark Red Visor and Black Handprint Pattern	o	59	6	30	False		True	5094	5097	
93254	154849	87610pb01	93254	87610pb01.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Dark Brown and Silver Pattern	o	59	6	30	False		True	5094	5097	
120701	154849	87610pb04	120701	87610pb04.dat		Minifigure, Headgear Helmet with Holes, SW Mandalorian with Blue and Dark Blue Pattern	o	59	6	30	False		True	5094	5097	
-207	3265	30175	3265	526.dat		Minifigure, Headgear Helmet Ninja (Samurai)	o	0	0	0	False		True			
-1410	65369	193b2	65369	193b.dat		Minifigure, Headgear Helmet Space / Town with Thick Chin Strap - with Visor Dimples	o	0	0	0	False		True			
-1053	65369	193b2	65369	3842b.dat		Minifigure, Headgear Helmet Space / Town with Thick Chin Strap - with Visor Dimples	o	0	0	0	False		True			
-269	45	2349	45	2349.dat		Hinge Vehicle Roof 4 x 4 Sunroof	o	0	0	0	False		True			
-290	237	2881	237	2881.dat		Hinge Train Pantograph Shoe with 3 Fingers	o	0	0	0	False		True			
-835	940	970c11pb01	2687	4110076.dat		Hips and Black Legs with Adventurers Desert Green Kilt & Toes Pattern (Hotep)	o	0	0	0	False		True			
-1616	940	970c11pb01	2687	970ca2.dat		Hips and Black Legs with Adventurers Desert Green Kilt & Toes Pattern (Hotep)	o	0	0	0	False		True			
-89	588	3315	588	163.dat		Hinge Plate 2 x 4 - Male (Digger Bucket Holder)	o	0	0	0	False		True			
-1520	500	3149	500	3149c.dat		Hinge Plate 2 x 4 Base	o	0	0	0	False		True			
-25	42464	44568	42464	37.dat		Hinge Plate 1 x 4 Locking Dual 1 Fingers on Side	o	0	0	0	False		True			
-1165	500	3149c01	501	3149dc01.dat		Hinge Plate 2 x 4	o	0	0	0	False		True			
-660	11027	2429c01	11027	74011.dat		Hinge Plate 1 x 4 Swivel Base with Same Color Hinge Plate 1 x 4 Swivel Top (2429 / 2430)	o	0	0	0	False		True			
-899	42464	44568	42464	4193479.dat		Hinge Plate 1 x 4 Locking Dual 1 Fingers on Side	o	0	0	0	False		True			
-648	-50437	x81c01	50436	73429.dat		Riding Cycle Motorcycle Town with Red Wheels	o	0	0	0	False		True			
-647	-50437	x81c01	50436	73419.dat		Riding Cycle Motorcycle Town with Red Wheels	o	0	0	0	False		True			
-644	-50437	x81c01	50436	73311.dat		Riding Cycle Motorcycle Town with Red Wheels	o	0	0	0	False		True			
-405	501	3149c01	501	7067.dat		Hinge Plate 2 x 4	o	0	0	0	False		True			
-11027	-11027			2429c00.dat		Hinge Plate 1 x 4 Swivel Top / Base Complete Assembly	o	0	0	0	False		False			
-363	1260	4507	1260	4505.dat		Hinge Plate 1 x 6 with 2 and 3 Fingers On Sides	o	0	0	0	False		True			
-404	501	3149c01	501	7065.dat		Hinge Plate 2 x 4	o	0	0	0	False		True			
-1521	501	3149c01	501	3149c01.dat		Hinge Plate 2 x 4	o	0	0	0	False		True			
-311	590	3324	590	3324.dat		Hinge Plate 2 x 8 Base	o	0	0	0	False		True			
-1518	493	313	493	3149a.dat		Hinge Plate 2 x X Pivot	o	0	0	0	False		True			
-1166	497	314	497	314d.dat		Hinge Plate 2 x 4 Top	o	0	0	0	False		True			
-1519	497	314	497	3149b.dat		Hinge Plate 2 x 4 Top	o	0	0	0	False		True			
-150	497	314	497	314.dat		Hinge Plate 2 x 4 Top	o	0	0	0	False		True			
-1181	590	3324c01	591	3324dc01.dat		Hinge Plate 2 x 8	o	0	0	0	False		True			
-305	500	3149	500	3149.dat		Hinge Plate 2 x 4 Base	o	0	0	0	False		True			
-1524	591	3324c01	591	3324c01.dat		Hinge Plate 2 x 8	o	0	0	0	False		True			
-1182	590	3324	590	3324e.dat		Hinge Plate 2 x 8 Base	o	0	0	0	False		True			
-1523	590	3324	590	3324a.dat		Hinge Plate 2 x 8 Base	o	0	0	0	False		True			
-2585	-2585			bb0057.dat		motorcycle windshield	o	0	0	0	False		False			
-109479	-109479			85983c01.dat		Motorcycle Vintage, Complete Assembly with Black Chassis and Light Bluish Gray Wheels	o	0	0	0	False		False			
-1611	940	970c00	940	970c02.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-418	940	970c00	940	9342.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-50437	-50437			4480c00.dat		Motorcycle Old with Trans-Clear Wheels - Complete Assembly	o	0	0	0	False		False			
-643	940	970c00	940	73200.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-645	-50437	x81c01	50436	73327.dat		Riding Cycle Motorcycle Town with Red Wheels	o	0	0	0	False		True			
-417	940	970c00	940	9341.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-416	940	970c00	940	9339.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-414	940	970c00	940	9327.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-651	-50437	x81c01	50436	73538.dat		Riding Cycle Motorcycle Town with Red Wheels	o	0	0	0	False		True			
-904	940	970c00	940	4206504.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-880	940	970c00	940	4162916.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-854	940	970c00	940	4120158.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-1610	940	970c00	940	970c00.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-661	940	970c00	940	74040.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-827	940	970c00	940	4107623.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-937	940	970c00	940	4221886.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-938	940	970c00	940	4222693.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
-941	940	970c00	940	4226869.dat		Hips and Legs (Monochrome)	o	0	0	0	False		True			
73663	637	3626bpb0272	73663	3626bpb0272.dat		Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Mouth Open Scared / Mischievous Pattern - Blocked Open Stud	o	59	4	29	False		true	5094	5094	
-1028	-1028	98568pb02	106532	4652171.dat		Hero Factory Weapon - Saw with Flat Silver Sword Blade	o	0	0	0	False		False			
-1030	-1030	98568pb01	106119	4659337.dat		Hero Factory Weapon - Saw with Trans-Bright Green Sword Blade	o	0	0	0	False		False			
-48	717	3831	717	96.dat		Hinge Brick 1 x 4 Swivel Base	o	0	0	0	False		True			
-893	39333	44302	39333	4183048.dat		Hinge Plate 1 x 2 Locking with 2 Fingers on End (Undetermined Type)	o	0	0	0	False		True			
-355	869	4275	869	4275.dat		Hinge Plate 1 x 2 with 3 Fingers	o	0	0	0	False		True			
-996	39333	44302	39333	4521127.dat		Hinge Plate 1 x 2 Locking with 2 Fingers on End (Undetermined Type)	o	0	0	0	False		True			
38444	38444	44567	38444	44567.dat	44567	Hinge Plate 1 x 2 Locking with 1 Finger on Side (Undetermined Type)	o	0	0	0	False		False			
-356	870	4276	870	4276.dat		Hinge Plate 1 x 2 with 2 Fingers	o	0	0	0	False		True			
-1614	940	970c00pb013	2675	970c4f.dat		Hips and Legs with Castle Knights Kingdom Leather Armor Pattern	o	0	0	0	False		True			
-850	940	970c00pb013	2675	4118687.dat		Hips and Legs with Castle Knights Kingdom Leather Armor Pattern	o	0	0	0	False		True			
